Cliente,Fecha,Importe,Estado,Nombre,Sexo,Zona
9464,2020-01-29 00:08:00,45919,Completado,Romina_116,F,Buenos Aires
9464,2020-01-07 00:11:00,18644,Completado,Romina_116,F,Buenos Aires
9464,2020-01-13 00:11:00,81282,Completado,Romina_116,F,Buenos Aires
10600,2020-01-15 00:01:00,79620,Completado,Romina_400,F,Capital Federal
10600,2020-01-28 00:01:00,36709,Completado,Romina_400,F,Capital Federal
10600,2020-01-19 00:03:00,58659,Completado,Romina_400,F,Capital Federal
10600,2020-01-05 00:09:00,40850,Completado,Romina_400,F,Capital Federal
10600,2020-01-08 00:11:00,78096,Completado,Romina_400,F,Capital Federal
9379,2020-01-15 00:01:00,48974,Completado,Pedro_95,M,Santa Fe
9379,2020-01-09 00:03:00,92506,Completado,Pedro_95,M,Santa Fe
9379,2020-01-20 00:04:00,65910,Completado,Pedro_95,M,Santa Fe
9379,2020-01-10 00:10:00,11004,Completado,Pedro_95,M,Santa Fe
10168,2020-01-15 00:01:00,51676,Completado,Romina_292,F,Capital Federal
10168,2020-01-16 00:01:00,46768,Completado,Romina_292,F,Capital Federal
10168,2020-01-25 00:02:00,79380,Completado,Romina_292,F,Capital Federal
10168,2020-01-21 00:03:00,71222,Completado,Romina_292,F,Capital Federal
10168,2020-01-21 00:03:00,78808,Completado,Romina_292,F,Capital Federal
10168,2020-01-11 00:04:00,24258,Completado,Romina_292,F,Capital Federal
10168,2020-01-09 00:10:00,51989,Completado,Romina_292,F,Capital Federal
10168,2020-01-09 00:10:00,96322,Completado,Romina_292,F,Capital Federal
10168,2020-01-15 00:11:00,86473,Completado,Romina_292,F,Capital Federal
10347,2020-01-15 00:01:00,85782,Completado,Pedro_337,M,Capital Federal
10347,2020-01-21 00:03:00,84169,Completado,Pedro_337,M,Capital Federal
10347,2020-01-11 00:08:00,16505,Completado,Pedro_337,M,Capital Federal
10347,2020-01-01 00:10:00,83086,Completado,Pedro_337,M,Capital Federal
9113,2020-01-15 00:01:00,43585,Completado,Ana_29,F,Capital Federal
9113,2020-01-19 00:05:00,26476,Completado,Ana_29,F,Capital Federal
9113,2020-01-30 00:09:00,62064,Completado,Ana_29,F,Capital Federal
9113,2020-01-05 00:11:00,22986,Completado,Ana_29,F,Capital Federal
10483,2020-01-15 00:01:00,62742,Completado,Pedro_371,M,Capital Federal
10483,2020-01-09 00:04:00,82776,Completado,Pedro_371,M,Capital Federal
10483,2020-01-03 00:05:00,56426,Completado,Pedro_371,M,Capital Federal
10483,2020-01-09 00:05:00,36207,Completado,Pedro_371,M,Capital Federal
10483,2020-01-12 00:05:00,34399,Completado,Pedro_371,M,Capital Federal
10483,2020-01-23 00:08:00,54606,Completado,Pedro_371,M,Capital Federal
9037,2020-01-16 00:01:00,37975,Completado,Ana_10,F,Capital Federal
9037,2020-01-15 00:02:00,5856,Completado,Ana_10,F,Capital Federal
9037,2020-01-06 00:03:00,66427,Completado,Ana_10,F,Capital Federal
9037,2020-01-15 00:05:00,48493,Completado,Ana_10,F,Capital Federal
9037,2020-01-28 00:07:00,40357,Completado,Ana_10,F,Capital Federal
9037,2020-01-20 00:11:00,98087,Completado,Ana_10,F,Capital Federal
10228,2020-01-16 00:01:00,66369,Completado,Romina_307,F,Capital Federal
10228,2020-01-26 00:04:00,67778,Completado,Romina_307,F,Capital Federal
10228,2020-01-02 00:05:00,59952,Completado,Romina_307,F,Capital Federal
9959,2020-01-16 00:01:00,1809,Completado,Pedro_240,M,Capital Federal
9959,2020-01-09 00:02:00,58221,Completado,Pedro_240,M,Capital Federal
9959,2020-01-10 00:02:00,93443,Completado,Pedro_240,M,Capital Federal
9959,2020-01-07 00:04:00,20570,Completado,Pedro_240,M,Capital Federal
9052,2020-01-16 00:01:00,86816,Completado,Romina_13,F,Buenos Aires
9052,2020-01-31 00:05:00,34089,Completado,Romina_13,F,Buenos Aires
9052,2020-01-23 00:06:00,10404,Completado,Romina_13,F,Buenos Aires
9052,2020-01-18 00:08:00,47620,Completado,Romina_13,F,Buenos Aires
9052,2020-01-20 00:11:00,42566,Completado,Romina_13,F,Buenos Aires
10264,2020-01-16 00:01:00,64738,Completado,Romina_316,F,Capital Federal
10264,2020-01-08 00:05:00,33036,Completado,Romina_316,F,Capital Federal
10264,2020-01-29 00:07:00,7471,Completado,Romina_316,F,Capital Federal
10264,2020-01-12 00:08:00,17439,Completado,Romina_316,F,Capital Federal
10264,2020-01-08 00:09:00,44942,Completado,Romina_316,F,Capital Federal
10264,2020-01-23 00:11:00,45676,Completado,Romina_316,F,Capital Federal
10087,2020-01-16 00:01:00,17016,Completado,Pedro_272,M,Capital Federal
10087,2020-01-15 00:06:00,78714,Completado,Pedro_272,M,Capital Federal
10087,2020-01-09 00:10:00,1751,Completado,Pedro_272,M,Capital Federal
10087,2020-01-24 00:10:00,69938,Completado,Pedro_272,M,Capital Federal
9587,2020-01-16 00:01:00,91411,Completado,Pedro_147,M,Buenos Aires
9587,2020-01-19 00:01:00,38470,Completado,Pedro_147,M,Buenos Aires
9587,2020-01-20 00:04:00,90897,Completado,Pedro_147,M,Buenos Aires
9587,2020-01-20 00:05:00,35203,Completado,Pedro_147,M,Buenos Aires
9587,2020-01-05 00:06:00,21638,Completado,Pedro_147,M,Buenos Aires
9587,2020-01-04 00:10:00,29753,Completado,Pedro_147,M,Buenos Aires
9644,2020-01-16 00:01:00,91268,Completado,Romina_161,F,Capital Federal
9644,2020-01-02 00:05:00,57804,Completado,Romina_161,F,Capital Federal
9644,2020-01-12 00:09:00,31457,Completado,Romina_161,F,Capital Federal
10360,2020-01-16 00:01:00,66223,Completado,Romina_340,F,Capital Federal
10360,2020-01-22 00:08:00,646,Completado,Romina_340,F,Capital Federal
10360,2020-01-21 00:11:00,47742,Completado,Romina_340,F,Capital Federal
10027,2020-01-16 00:01:00,40351,Completado,Pedro_257,M,Buenos Aires
10027,2020-01-21 00:01:00,50833,Completado,Pedro_257,M,Buenos Aires
10027,2020-01-27 00:01:00,79182,Completado,Pedro_257,M,Buenos Aires
10027,2020-01-28 00:02:00,78528,Completado,Pedro_257,M,Buenos Aires
10027,2020-01-09 00:03:00,26452,Completado,Pedro_257,M,Buenos Aires
10027,2020-01-09 00:06:00,21714,Completado,Pedro_257,M,Buenos Aires
9291,2020-01-16 00:01:00,1733,Completado,Pedro_73,M,Capital Federal
9291,2020-01-19 00:02:00,17430,Completado,Pedro_73,M,Capital Federal
9291,2020-01-27 00:04:00,64863,Completado,Pedro_73,M,Capital Federal
9082,2020-01-17 00:01:00,69105,Completado,Juan_21,M,Capital Federal
9082,2020-01-14 00:05:00,77414,Completado,Juan_21,M,Capital Federal
9082,2020-01-01 00:09:00,17025,Completado,Juan_21,M,Capital Federal
10070,2020-01-17 00:01:00,32029,Completado,Juan_268,M,Cordoba
10070,2020-01-12 00:03:00,28989,Completado,Juan_268,M,Cordoba
10070,2020-01-25 00:06:00,89616,Completado,Juan_268,M,Cordoba
10070,2020-01-30 00:07:00,49227,Completado,Juan_268,M,Cordoba
10070,2020-01-24 00:08:00,83801,Completado,Juan_268,M,Cordoba
10070,2020-01-09 00:10:00,49485,Completado,Juan_268,M,Cordoba
9760,2020-01-17 00:01:00,99867,Completado,Romina_190,F,Buenos Aires
9760,2020-01-14 00:03:00,83113,Completado,Romina_190,F,Buenos Aires
9760,2020-01-11 00:05:00,8847,Completado,Romina_190,F,Buenos Aires
9760,2020-01-12 00:08:00,65015,Completado,Romina_190,F,Buenos Aires
9760,2020-01-17 00:09:00,5846,Completado,Romina_190,F,Buenos Aires
9760,2020-01-23 00:11:00,10627,Completado,Romina_190,F,Buenos Aires
10246,2020-01-17 00:01:00,6199,Completado,Juan_312,M,Cordoba
10246,2020-01-25 00:04:00,98290,Completado,Juan_312,M,Cordoba
10246,2020-01-24 00:05:00,81753,Completado,Juan_312,M,Cordoba
10246,2020-01-19 00:09:00,37552,Completado,Juan_312,M,Cordoba
10414,2020-01-17 00:01:00,52549,Completado,Juan_354,M,Capital Federal
10414,2020-01-12 00:04:00,87510,Completado,Juan_354,M,Capital Federal
10414,2020-01-22 00:05:00,60968,Completado,Juan_354,M,Capital Federal
10414,2020-01-10 00:06:00,46567,Completado,Juan_354,M,Capital Federal
10414,2020-01-06 00:07:00,7416,Completado,Juan_354,M,Capital Federal
9470,2020-01-17 00:01:00,38464,Completado,Juan_118,M,Capital Federal
9470,2020-01-10 00:05:00,95363,Completado,Juan_118,M,Capital Federal
9470,2020-01-26 00:06:00,60059,Completado,Juan_118,M,Capital Federal
9470,2020-01-20 00:08:00,88393,Completado,Juan_118,M,Capital Federal
9828,2020-01-17 00:01:00,73620,Completado,Romina_207,F,Capital Federal
9828,2020-01-01 00:02:00,66531,Completado,Romina_207,F,Capital Federal
9828,2020-01-22 00:02:00,84373,Completado,Romina_207,F,Capital Federal
9828,2020-01-17 00:03:00,5168,Completado,Romina_207,F,Capital Federal
9828,2020-01-06 00:04:00,53991,Completado,Romina_207,F,Capital Federal
9828,2020-01-07 00:05:00,44398,Completado,Romina_207,F,Capital Federal
9828,2020-01-03 00:08:00,84693,Completado,Romina_207,F,Capital Federal
9436,2020-01-17 00:01:00,48378,Completado,Romina_109,F,Capital Federal
9436,2020-01-09 00:03:00,87388,Completado,Romina_109,F,Capital Federal
9436,2020-01-29 00:04:00,99103,Completado,Romina_109,F,Capital Federal
9436,2020-01-01 00:06:00,81939,Completado,Romina_109,F,Capital Federal
9436,2020-01-14 00:07:00,76611,Completado,Romina_109,F,Capital Federal
9761,2020-01-17 00:01:00,97764,Completado,Ana_191,F,Capital Federal
9761,2020-01-30 00:08:00,17257,Completado,Ana_191,F,Capital Federal
9761,2020-01-18 00:09:00,61458,Completado,Ana_191,F,Capital Federal
9824,2020-01-17 00:01:00,91986,Completado,Romina_206,F,Capital Federal
9824,2020-01-11 00:02:00,86396,Completado,Romina_206,F,Capital Federal
9824,2020-01-09 00:06:00,14908,Completado,Romina_206,F,Capital Federal
9824,2020-01-04 00:10:00,23738,Completado,Romina_206,F,Capital Federal
10010,2020-01-17 00:01:00,43315,Completado,Juan_253,M,Buenos Aires
10010,2020-01-15 00:02:00,19800,Completado,Juan_253,M,Buenos Aires
10010,2020-01-22 00:03:00,81294,Completado,Juan_253,M,Buenos Aires
10010,2020-01-02 00:06:00,24304,Completado,Juan_253,M,Buenos Aires
10010,2020-01-27 00:09:00,63010,Completado,Juan_253,M,Buenos Aires
10010,2020-01-17 00:10:00,23007,Completado,Juan_253,M,Buenos Aires
10010,2020-01-05 00:11:00,92375,Completado,Juan_253,M,Buenos Aires
10010,2020-01-06 00:11:00,15857,Completado,Juan_253,M,Buenos Aires
9852,2020-01-17 00:01:00,42365,Completado,Romina_213,F,Buenos Aires
9852,2020-01-25 00:06:00,66293,Completado,Romina_213,F,Buenos Aires
9852,2020-01-29 00:10:00,64008,Completado,Romina_213,F,Buenos Aires
9623,2020-01-17 00:01:00,52966,Completado,Pedro_156,M,Capital Federal
9623,2020-01-26 00:02:00,39350,Completado,Pedro_156,M,Capital Federal
9623,2020-01-24 00:03:00,13818,Completado,Pedro_156,M,Capital Federal
9623,2020-01-15 00:06:00,36070,Completado,Pedro_156,M,Capital Federal
9623,2020-01-03 00:08:00,11676,Completado,Pedro_156,M,Capital Federal
9623,2020-01-16 00:08:00,28512,Completado,Pedro_156,M,Capital Federal
9623,2020-01-25 00:08:00,25320,Completado,Pedro_156,M,Capital Federal
9725,2020-01-17 00:01:00,85931,Completado,Ana_182,F,Buenos Aires
9725,2020-01-20 00:01:00,96523,Completado,Ana_182,F,Buenos Aires
9725,2020-01-22 00:01:00,9930,Completado,Ana_182,F,Buenos Aires
9725,2020-01-15 00:03:00,63664,Completado,Ana_182,F,Buenos Aires
9725,2020-01-24 00:03:00,11749,Completado,Ana_182,F,Buenos Aires
9725,2020-01-28 00:05:00,54910,Completado,Ana_182,F,Buenos Aires
9725,2020-01-13 00:07:00,3382,Completado,Ana_182,F,Buenos Aires
10503,2020-01-17 00:01:00,99830,Completado,Pedro_376,M,Cordoba
10503,2020-01-15 00:03:00,73434,Completado,Pedro_376,M,Cordoba
10503,2020-01-21 00:04:00,27991,Completado,Pedro_376,M,Cordoba
10503,2020-01-13 00:06:00,45247,Completado,Pedro_376,M,Cordoba
10503,2020-01-23 00:10:00,385,Completado,Pedro_376,M,Cordoba
10503,2020-01-18 00:11:00,49604,Completado,Pedro_376,M,Cordoba
10602,2020-01-17 00:01:00,93352,Completado,Juan_401,M,Capital Federal
10602,2020-01-01 00:05:00,81936,Completado,Juan_401,M,Capital Federal
10602,2020-01-06 00:09:00,25399,Completado,Juan_401,M,Capital Federal
9271,2020-01-17 00:01:00,33800,Completado,Pedro_68,M,Capital Federal
9271,2020-01-29 00:01:00,65195,Completado,Pedro_68,M,Capital Federal
9271,2020-01-01 00:08:00,91937,Completado,Pedro_68,M,Capital Federal
9271,2020-01-11 00:09:00,65256,Completado,Pedro_68,M,Capital Federal
9271,2020-01-24 00:09:00,88459,Completado,Pedro_68,M,Capital Federal
9271,2020-01-28 00:09:00,94843,Completado,Pedro_68,M,Capital Federal
9213,2020-01-17 00:01:00,61708,Completado,Ana_54,F,Capital Federal
9213,2020-01-28 00:03:00,53036,Completado,Ana_54,F,Capital Federal
9213,2020-01-28 00:06:00,35918,Completado,Ana_54,F,Capital Federal
10136,2020-01-17 00:01:00,96240,Completado,Romina_284,F,Santa Fe
10136,2020-01-07 00:02:00,76410,Completado,Romina_284,F,Santa Fe
10136,2020-01-20 00:02:00,71822,Completado,Romina_284,F,Santa Fe
10136,2020-01-19 00:03:00,37810,Completado,Romina_284,F,Santa Fe
10136,2020-01-19 00:04:00,65429,Completado,Romina_284,F,Santa Fe
10136,2020-01-04 00:08:00,9309,Completado,Romina_284,F,Santa Fe
10136,2020-01-18 00:08:00,73760,Completado,Romina_284,F,Santa Fe
10136,2020-01-21 00:09:00,81592,Completado,Romina_284,F,Santa Fe
10430,2020-01-18 00:01:00,85578,Completado,Juan_358,M,Capital Federal
10430,2020-01-11 00:05:00,3312,Completado,Juan_358,M,Capital Federal
10430,2020-01-11 00:11:00,89512,Completado,Juan_358,M,Capital Federal
10074,2020-01-18 00:01:00,86543,Completado,Juan_269,M,Capital Federal
10074,2020-01-08 00:02:00,19892,Completado,Juan_269,M,Capital Federal
10074,2020-01-26 00:02:00,26522,Completado,Juan_269,M,Capital Federal
10074,2020-01-08 00:03:00,382,Completado,Juan_269,M,Capital Federal
10074,2020-01-14 00:04:00,5226,Completado,Juan_269,M,Capital Federal
9500,2020-01-18 00:01:00,59608,Completado,Romina_125,F,Cordoba
9500,2020-01-07 00:02:00,80612,Completado,Romina_125,F,Cordoba
9500,2020-01-21 00:04:00,22125,Completado,Romina_125,F,Cordoba
9500,2020-01-14 00:07:00,43579,Completado,Romina_125,F,Cordoba
9500,2020-01-05 00:09:00,39326,Completado,Romina_125,F,Cordoba
9500,2020-01-05 00:10:00,26531,Completado,Romina_125,F,Cordoba
10016,2020-01-18 00:01:00,62821,Completado,Romina_254,F,Buenos Aires
10016,2020-01-04 00:04:00,20622,Completado,Romina_254,F,Buenos Aires
10016,2020-01-09 00:04:00,7547,Completado,Romina_254,F,Buenos Aires
10016,2020-01-10 00:09:00,22070,Completado,Romina_254,F,Buenos Aires
9818,2020-01-18 00:01:00,23369,Completado,Juan_205,M,Capital Federal
9818,2020-01-11 00:02:00,30270,Completado,Juan_205,M,Capital Federal
9818,2020-01-21 00:03:00,81416,Completado,Juan_205,M,Capital Federal
9818,2020-01-27 00:03:00,93480,Completado,Juan_205,M,Capital Federal
9818,2020-01-12 00:04:00,5034,Completado,Juan_205,M,Capital Federal
9818,2020-01-15 00:04:00,5037,Completado,Juan_205,M,Capital Federal
9607,2020-01-18 00:01:00,31968,Completado,Pedro_152,M,Capital Federal
9607,2020-01-31 00:07:00,46677,Completado,Pedro_152,M,Capital Federal
9607,2020-01-16 00:08:00,1562,Completado,Pedro_152,M,Capital Federal
9607,2020-01-12 00:10:00,79301,Completado,Pedro_152,M,Capital Federal
10220,2020-01-18 00:01:00,10018,Completado,Romina_305,F,Buenos Aires
10220,2020-01-02 00:02:00,14302,Completado,Romina_305,F,Buenos Aires
10220,2020-01-18 00:04:00,39703,Completado,Romina_305,F,Buenos Aires
10220,2020-01-01 00:08:00,74493,Completado,Romina_305,F,Buenos Aires
10220,2020-01-19 00:09:00,12869,Completado,Romina_305,F,Buenos Aires
10404,2020-01-18 00:01:00,17844,Completado,Romina_351,F,Buenos Aires
10404,2020-01-29 00:04:00,81276,Completado,Romina_351,F,Buenos Aires
10404,2020-01-08 00:07:00,57871,Completado,Romina_351,F,Buenos Aires
10404,2020-01-24 00:07:00,15754,Completado,Romina_351,F,Buenos Aires
10404,2020-01-16 00:09:00,39955,Completado,Romina_351,F,Buenos Aires
10404,2020-01-30 00:09:00,5192,Completado,Romina_351,F,Buenos Aires
10404,2020-01-30 00:10:00,48816,Completado,Romina_351,F,Buenos Aires
9791,2020-01-18 00:01:00,18042,Completado,Pedro_198,M,Capital Federal
9791,2020-01-07 00:04:00,74758,Completado,Pedro_198,M,Capital Federal
9791,2020-01-20 00:04:00,68186,Completado,Pedro_198,M,Capital Federal
9791,2020-01-16 00:05:00,64915,Completado,Pedro_198,M,Capital Federal
9791,2020-01-26 00:06:00,38178,Completado,Pedro_198,M,Capital Federal
9791,2020-01-28 00:09:00,20765,Completado,Pedro_198,M,Capital Federal
9791,2020-01-17 00:11:00,41328,Completado,Pedro_198,M,Capital Federal
9764,2020-01-18 00:01:00,33919,Completado,Romina_191,F,Capital Federal
9764,2020-01-08 00:02:00,81957,Completado,Romina_191,F,Capital Federal
9764,2020-01-09 00:03:00,69771,Completado,Romina_191,F,Capital Federal
9764,2020-01-07 00:04:00,87060,Completado,Romina_191,F,Capital Federal
9764,2020-01-10 00:09:00,62277,Completado,Romina_191,F,Capital Federal
9294,2020-01-18 00:01:00,66284,Completado,Juan_74,M,Buenos Aires
9294,2020-01-31 00:05:00,70684,Completado,Juan_74,M,Buenos Aires
9294,2020-01-30 00:08:00,68837,Completado,Juan_74,M,Buenos Aires
9294,2020-01-16 00:10:00,58513,Completado,Juan_74,M,Buenos Aires
9294,2020-01-12 00:11:00,70151,Completado,Juan_74,M,Buenos Aires
10243,2020-01-18 00:01:00,82058,Completado,Pedro_311,M,Capital Federal
10243,2020-01-02 00:03:00,91803,Completado,Pedro_311,M,Capital Federal
10243,2020-01-23 00:04:00,69427,Completado,Pedro_311,M,Capital Federal
10243,2020-01-25 00:04:00,12708,Completado,Pedro_311,M,Capital Federal
10243,2020-01-07 00:05:00,85030,Completado,Pedro_311,M,Capital Federal
10243,2020-01-03 00:12:00,37911,Completado,Pedro_311,M,Capital Federal
10243,2020-01-03 00:12:00,51557,Completado,Pedro_311,M,Capital Federal
9268,2020-01-18 00:01:00,30845,Completado,Romina_67,F,Capital Federal
9268,2020-01-01 00:02:00,69832,Completado,Romina_67,F,Capital Federal
9268,2020-01-16 00:02:00,6358,Completado,Romina_67,F,Capital Federal
9268,2020-01-10 00:03:00,45411,Completado,Romina_67,F,Capital Federal
9268,2020-01-14 00:04:00,68152,Completado,Romina_67,F,Capital Federal
9268,2020-01-26 00:09:00,42064,Completado,Romina_67,F,Capital Federal
9268,2020-01-14 00:11:00,68791,Completado,Romina_67,F,Capital Federal
9268,2020-01-26 00:11:00,2959,Completado,Romina_67,F,Capital Federal
9832,2020-01-18 00:01:00,8265,Completado,Romina_208,F,Capital Federal
9832,2020-01-18 00:02:00,7827,Completado,Romina_208,F,Capital Federal
9832,2020-01-17 00:06:00,68101,Completado,Romina_208,F,Capital Federal
9832,2020-01-29 00:06:00,55987,Completado,Romina_208,F,Capital Federal
9832,2020-01-12 00:11:00,82955,Completado,Romina_208,F,Capital Federal
9255,2020-01-18 00:01:00,9966,Completado,Pedro_64,M,Cordoba
9255,2020-01-16 00:09:00,90172,Completado,Pedro_64,M,Cordoba
9255,2020-01-20 00:11:00,24900,Completado,Pedro_64,M,Cordoba
9981,2020-01-18 00:01:00,14515,Completado,Ana_246,F,Cordoba
9981,2020-01-01 00:02:00,97320,Completado,Ana_246,F,Cordoba
9981,2020-01-19 00:04:00,77667,Completado,Ana_246,F,Cordoba
9981,2020-01-30 00:09:00,57427,Completado,Ana_246,F,Cordoba
9981,2020-01-27 00:10:00,95029,Completado,Ana_246,F,Cordoba
10320,2020-01-18 00:01:00,13563,Completado,Romina_330,F,Capital Federal
10320,2020-01-21 00:01:00,54947,Completado,Romina_330,F,Capital Federal
10320,2020-01-28 00:02:00,92318,Completado,Romina_330,F,Capital Federal
10320,2020-01-27 00:04:00,83661,Completado,Romina_330,F,Capital Federal
10320,2020-01-26 00:07:00,2013,Completado,Romina_330,F,Capital Federal
10320,2020-01-24 00:10:00,18008,Completado,Romina_330,F,Capital Federal
9152,2020-01-19 00:01:00,22280,Completado,Romina_38,F,Buenos Aires
9152,2020-01-14 00:04:00,97067,Completado,Romina_38,F,Buenos Aires
9152,2020-01-21 00:04:00,27039,Completado,Romina_38,F,Buenos Aires
9152,2020-01-14 00:05:00,6409,Completado,Romina_38,F,Buenos Aires
10222,2020-01-19 00:01:00,18443,Completado,Juan_306,M,Buenos Aires
10222,2020-01-25 00:01:00,87197,Completado,Juan_306,M,Buenos Aires
10222,2020-01-25 00:02:00,15230,Completado,Juan_306,M,Buenos Aires
10222,2020-01-26 00:05:00,68268,Completado,Juan_306,M,Buenos Aires
10222,2020-01-28 00:11:00,62681,Completado,Juan_306,M,Buenos Aires
10507,2020-01-19 00:01:00,9823,Completado,Pedro_377,M,Capital Federal
10507,2020-01-24 00:02:00,73322,Completado,Pedro_377,M,Capital Federal
10507,2020-01-15 00:03:00,88316,Completado,Pedro_377,M,Capital Federal
10507,2020-01-31 00:05:00,51822,Completado,Pedro_377,M,Capital Federal
10507,2020-01-08 00:07:00,83892,Completado,Pedro_377,M,Capital Federal
10507,2020-01-23 00:09:00,34202,Completado,Pedro_377,M,Capital Federal
10431,2020-01-19 00:01:00,16283,Completado,Pedro_358,M,Capital Federal
10431,2020-01-05 00:08:00,52564,Completado,Pedro_358,M,Capital Federal
10431,2020-01-05 00:12:00,55966,Completado,Pedro_358,M,Capital Federal
9492,2020-01-19 00:01:00,80576,Completado,Romina_123,F,Capital Federal
9492,2020-01-25 00:01:00,89969,Completado,Romina_123,F,Capital Federal
9492,2020-01-07 00:04:00,33690,Completado,Romina_123,F,Capital Federal
9492,2020-01-27 00:05:00,84452,Completado,Romina_123,F,Capital Federal
9492,2020-01-26 00:07:00,49908,Completado,Romina_123,F,Capital Federal
9492,2020-01-09 00:08:00,54913,Completado,Romina_123,F,Capital Federal
9492,2020-01-08 00:12:00,75537,Completado,Romina_123,F,Capital Federal
9269,2020-01-19 00:01:00,3117,Completado,Ana_68,F,Buenos Aires
9269,2020-01-14 00:09:00,30660,Completado,Ana_68,F,Buenos Aires
9269,2020-01-15 00:10:00,24480,Completado,Ana_68,F,Buenos Aires
9648,2020-01-19 00:01:00,58242,Completado,Romina_162,F,Capital Federal
9648,2020-01-14 00:02:00,698,Completado,Romina_162,F,Capital Federal
9648,2020-01-14 00:03:00,13861,Completado,Romina_162,F,Capital Federal
9648,2020-01-23 00:07:00,32242,Completado,Romina_162,F,Capital Federal
9648,2020-01-19 00:10:00,63494,Completado,Romina_162,F,Capital Federal
9648,2020-01-20 00:10:00,43689,Completado,Romina_162,F,Capital Federal
9292,2020-01-19 00:01:00,38854,Completado,Romina_73,F,Cordoba
9292,2020-01-10 00:07:00,98847,Completado,Romina_73,F,Cordoba
9292,2020-01-29 00:08:00,11408,Completado,Romina_73,F,Cordoba
9292,2020-01-06 00:09:00,24227,Completado,Romina_73,F,Cordoba
9292,2020-01-29 00:10:00,47300,Completado,Romina_73,F,Cordoba
9842,2020-01-19 00:01:00,3558,Completado,Juan_211,M,Capital Federal
9842,2020-01-31 00:01:00,55257,Completado,Juan_211,M,Capital Federal
9842,2020-01-11 00:02:00,34816,Completado,Juan_211,M,Capital Federal
9842,2020-01-22 00:05:00,38057,Completado,Juan_211,M,Capital Federal
9842,2020-01-11 00:07:00,56940,Completado,Juan_211,M,Capital Federal
9842,2020-01-15 00:10:00,11229,Completado,Juan_211,M,Capital Federal
9842,2020-01-07 00:12:00,91210,En Viaje,Juan_211,M,Capital Federal
9727,2020-01-19 00:01:00,25505,Completado,Pedro_182,M,Capital Federal
9727,2020-01-30 00:03:00,52622,Completado,Pedro_182,M,Capital Federal
9727,2020-01-20 00:06:00,94119,Completado,Pedro_182,M,Capital Federal
9727,2020-01-08 00:07:00,75208,Completado,Pedro_182,M,Capital Federal
9727,2020-01-10 00:08:00,19259,Completado,Pedro_182,M,Capital Federal
9727,2020-01-08 00:10:00,11159,Completado,Pedro_182,M,Capital Federal
10432,2020-01-19 00:01:00,97928,Completado,Romina_358,F,Buenos Aires
10432,2020-01-20 00:05:00,66378,Completado,Romina_358,F,Buenos Aires
10432,2020-01-11 00:06:00,60262,Completado,Romina_358,F,Buenos Aires
10432,2020-01-18 00:07:00,33088,Completado,Romina_358,F,Buenos Aires
10505,2020-01-19 00:01:00,13870,Completado,Ana_377,F,Santa Fe
10505,2020-01-16 00:06:00,35635,Completado,Ana_377,F,Santa Fe
10505,2020-01-02 00:07:00,56733,Completado,Ana_377,F,Santa Fe
10505,2020-01-13 00:09:00,10544,Completado,Ana_377,F,Santa Fe
10505,2020-01-01 00:10:00,24145,Completado,Ana_377,F,Santa Fe
9340,2020-01-20 00:01:00,41653,Completado,Romina_85,F,Capital Federal
9340,2020-01-22 00:01:00,40494,Completado,Romina_85,F,Capital Federal
9340,2020-01-13 00:02:00,59444,Completado,Romina_85,F,Capital Federal
9340,2020-01-11 00:04:00,97977,Completado,Romina_85,F,Capital Federal
9340,2020-01-11 00:04:00,7532,Completado,Romina_85,F,Capital Federal
9340,2020-01-21 00:04:00,40838,Completado,Romina_85,F,Capital Federal
9340,2020-01-13 00:10:00,81458,Completado,Romina_85,F,Capital Federal
9682,2020-01-20 00:01:00,80341,Completado,Juan_171,M,Cordoba
9682,2020-01-20 00:02:00,35108,Completado,Juan_171,M,Cordoba
9682,2020-01-06 00:05:00,51649,Completado,Juan_171,M,Cordoba
9682,2020-01-29 00:08:00,84528,Completado,Juan_171,M,Cordoba
9682,2020-01-30 00:11:00,76775,Completado,Juan_171,M,Cordoba
9318,2020-01-20 00:01:00,70717,Completado,Juan_80,M,Capital Federal
9318,2020-01-16 00:06:00,29211,Completado,Juan_80,M,Capital Federal
9318,2020-01-26 00:06:00,94983,Completado,Juan_80,M,Capital Federal
9318,2020-01-31 00:08:00,26805,Completado,Juan_80,M,Capital Federal
9318,2020-01-10 00:09:00,49662,Completado,Juan_80,M,Capital Federal
10423,2020-01-20 00:01:00,27839,Completado,Pedro_356,M,Capital Federal
10423,2020-01-29 00:07:00,60509,Completado,Pedro_356,M,Capital Federal
10480,2020-01-20 00:01:00,39301,Completado,Romina_370,F,Buenos Aires
10480,2020-01-01 00:03:00,89314,Completado,Romina_370,F,Buenos Aires
10480,2020-01-03 00:08:00,92692,Completado,Romina_370,F,Buenos Aires
10480,2020-01-23 00:09:00,73368,Completado,Romina_370,F,Buenos Aires
9876,2020-01-20 00:01:00,66123,Completado,Romina_219,F,Capital Federal
10530,2020-01-20 00:01:00,74219,Completado,Juan_383,M,Capital Federal
10530,2020-01-13 00:02:00,29777,Completado,Juan_383,M,Capital Federal
10530,2020-01-29 00:10:00,77439,Completado,Juan_383,M,Capital Federal
10530,2020-01-03 00:11:00,73237,Completado,Juan_383,M,Capital Federal
9331,2020-01-20 00:01:00,37278,Completado,Pedro_83,M,Capital Federal
